"ID","u","s","m","l","luminance","chromatic_contrast","achromatic_contrast","vismodel","iluminante","substrato","saturation","mean_brightness","hue","H4","body_region","claw_type","carapace_type","identidade","carapace_color","autotomy","autotomy_latency","autotomy_trial","autotomy_exp_type","force1","force2","force3","max_force","weight_mg","data","size"
"X067_ll_br_c_brac_escuro",0.0976835740709,0.191846912550683,0.255038927950597,0.363538580237143,0.280978167110181,2.29460462175278,8.5847649,"Peafowl","D65","substrato_barradorio",1.7869404113068,25.4787361671546,700,0.716253849702083,"Carapace","Brachychelous","Dark","ll_67","Dark","no",NA,NA,"by_time",0.04,5.39,0.29,5.39,55.7,"17iv2022",9.95
"X067_ll_br_q_brac_escuro",0.108564159121242,0.203639594189768,0.277655801866117,0.246190265859433,0.258228289764484,2.00068219339521,8.0730501,"Peafowl","D65","substrato_barradorio",0.905898760052675,25.2725111739948,341,1.2171627501564,"Claw","Brachychelous","Dark","ll_67","Dark","no",NA,NA,"by_time",0.04,5.39,0.29,5.39,55.7,"17iv2022",19.13
"X068_ll_br_c_brac_claro",0.0549681854789311,0.10062175611487,0.125093379751775,0.170940046644388,0.135938903207105,1.33739709163701,4.184332,"Peafowl","D65","substrato_barradorio",1.64680104533421,13.3813847543074,700,0.616834547002724,"Carapace","Brachychelous","Bright","ll_68","Bright","no",NA,NA,"by_time",5.02,0.59,0.01,5.02,39.6,"17iv2022",9.16
"X068_ll_br_q_brac_claro",0.0993292235539395,0.191990167052939,0.275170621410548,0.254042616837414,0.257638629910905,1.77873262522001,8.059195,"Peafowl","D65","substrato_barradorio",1.1631445764583,26.3862879881221,339,-0.343400878414555,"Claw","Brachychelous","Bright","ll_68","Bright","no",NA,NA,"by_time",5.02,0.59,0.01,5.02,39.6,"17iv2022",16.52
"X069_ll_br_c_brac_escuro",0.0680529086038928,0.155582605588349,0.223171227590013,0.298162398202576,0.238213021516425,3.07948218308486,7.5840882,"Peafowl","D65","substrato_barradorio",1.66976100745094,20.4583458022692,684,0.728667734406506,"Carapace","Brachychelous","Dark","ll_69","Dark","no",NA,NA,"by_time",0.45,0.53,0.12,0.53,29.8,"17iv2022",8.61
"X069_ll_br_q_brac_escuro",0.0719606705436655,0.194415756256981,0.386771297891236,0.388159519887377,0.362410967377155,5.44417223012297,10.1272004,"Peafowl","D65","substrato_barradorio",1.34944371499568,32.3932748159938,338,0.268282007340852,"Claw","Brachychelous","Dark","ll_69","Dark","no",NA,NA,"by_time",0.45,0.53,0.12,0.53,29.8,"17iv2022",15.82
"X070_ll_br_c_brac_claro",0.149326459776157,0.250142964505861,0.286522008183552,0.338474092333705,0.297463793864603,1.04155541851511,8.9303136,"Peafowl","D65","substrato_barradorio",0.44141982506102,33.439019086767,700,0.0196915614298499,"Carapace","Brachychelous","Bright","ll_70","Bright","no",NA,NA,"by_time",2.64,0,0.04,2.64,57.7,"17iv2022",8.43
"X070_ll_br_q_brac_claro",0.113038959057606,0.260654160993004,0.390954974134109,0.387233874941082,0.374038089871629,2.48767491731596,10.3185871,"Peafowl","D65","substrato_barradorio",1.20287101640785,37.100205656658,336,-0.1022929043353,"Claw","Brachychelous","Bright","ll_70","Bright","no",NA,NA,"by_time",2.64,0,0.04,2.64,57.7,"17iv2022",16.68
"X071_ll_br_c_brac_escuro",0.0894935295453443,0.150900256890921,0.171727728643998,0.194836646370921,0.175380093273989,1.24440222397962,5.7282716,"Peafowl","D65","substrato_barradorio",1.00704257326904,18.8136247733629,700,0.587268784358265,"Carapace","Brachychelous","Dark","ll_71","Dark","no",NA,NA,"by_time",4.5,0.22,0.01,4.5,52.7,"17iv2022",9.08
"X071_ll_br_q_brac_escuro",0.132150218841386,0.268907760686114,0.353770493835252,0.333403098616393,0.336608695287063,1.6695013967209,9.6795779,"Peafowl","D65","substrato_barradorio",0.947937783253243,34.2638645629174,332,0.00517813060723647,"Claw","Brachychelous","Dark","ll_71","Dark","no",NA,NA,"by_time",4.5,0.22,0.01,4.5,52.7,"17iv2022",18.14
"X072_ll_br_c_brac_claro",0.145873773852285,0.292757649135013,0.348503474676268,0.437585002218356,0.369421595384926,0.810089450078286,10.2433198,"Peafowl","D65","substrato_barradorio",0.937137438564132,35.9595740153972,700,0.665277763742658,"Carapace","Brachychelous","Bright","ll_72","Bright","yes",0,NA,"by_time",0.41,0.23,0,0.41,29.8,"17iv2022",7.82
"X072_ll_br_q_brac_claro",0.174347411803317,0.327204463555861,0.41205682858108,0.377474283384782,0.389819683736837,1.94677286941886,10.5690516,"Peafowl","D65","substrato_barradorio",0.886163926949578,42.3058738624277,340,-1.17274761070081,"Claw","Brachychelous","Bright","ll_72","Bright","yes",0,NA,"by_time",0.41,0.23,0,0.41,29.8,"17iv2022",13.2
"X073_ll_br_c_brac_escuro",0.0645906587092556,0.12732501837065,0.168088465972449,0.180287309178163,0.165706230847836,0.883047398714029,5.3843985,"Peafowl","D65","substrato_barradorio",1.57310898776804,14.8444991551115,700,0.990396067159977,"Carapace","Brachychelous","Dark","ll_73","Dark","no",NA,NA,"by_time",8.82,0.56,0.01,8.82,49.4,"17iv2022",9.33
"X073_ll_br_q_brac_escuro",0.0803765606313199,0.197678300783792,0.318024535643674,0.322284384236023,0.304549517365073,3.32511139888598,9.0729874,"Peafowl","D65","substrato_barradorio",1.24348361692865,28.8595105252073,332,0.182297176926306,"Claw","Brachychelous","Dark","ll_73","Dark","no",NA,NA,"by_time",8.82,0.56,0.01,8.82,49.4,"17iv2022",16.41
"X074_ll_br_c_brac_claro",0.182241767499398,0.320022367634372,0.342733645281867,0.376627481316019,0.349932182906063,1.78899516261397,9.91484,"Peafowl","D65","substrato_barradorio",0.374511449038233,39.2559047024387,700,-0.00377433293507579,"Carapace","Brachychelous","Bright","ll_74","Bright","no",NA,NA,"by_time",1.98,0.22,0.07,1.98,33.7,"17iv2022",7.56
"X074_ll_br_q_brac_claro",0.0854154144914645,0.166658711229805,0.245146069606227,0.23519320299345,0.231755613332451,1.71327763940062,7.4175313,"Peafowl","D65","substrato_barradorio",1.35285670016248,25.6565533804342,335,-0.930193065815124,"Claw","Brachychelous","Bright","ll_74","Bright","no",NA,NA,"by_time",1.98,0.22,0.07,1.98,33.7,"17iv2022",13.1
"X075_ll_br_c_brac_escuro",0.0520309376256713,0.107905082976533,0.145964727280584,0.187110712816639,0.153623532190504,1.88998926430892,4.9255409,"Peafowl","D65","substrato_barradorio",1.7181729893289,13.7050080468475,700,0.776954090314037,"Carapace","Brachychelous","Dark","ll_75","Dark","no",NA,NA,"by_time",2.82,0.75,0.32,2.82,47.9,"17iv2022",8.9
"X075_ll_br_q_brac_escuro",0.0596962597057163,0.125079242848787,0.206606849525994,0.221432177714704,0.201172863649807,2.84073082741142,6.5598412,"Peafowl","D65","substrato_barradorio",1.23858325832006,20.3091289546142,330,-0.0913896639145132,"Claw","Brachychelous","Dark","ll_75","Dark","no",NA,NA,"by_time",2.82,0.75,0.32,2.82,47.9,"17iv2022",16.36
"X076_ll_br_c_brac_claro",0.087036238211693,0.171352668239717,0.213231563844801,0.255981861749595,0.220974045922575,0.637243362873032,7.1288151,"Peafowl","D65","substrato_barradorio",1.37571984673548,21.0536578738676,700,0.762827111470125,"Carapace","Brachychelous","Bright","ll_76","Bright","no",NA,NA,"by_time",0.06,0.01,0,0.06,32.4,"17iv2022",7.93
"X076_ll_br_q_brac_claro",0.0677548612469753,0.137945790910199,0.197285304908781,0.191797160131884,0.188179604872576,1.68056473677942,6.1551884,"Peafowl","D65","substrato_barradorio",1.59733035018367,20.6547072609691,328,-0.903606260835397,"Claw","Brachychelous","Bright","ll_76","Bright","no",NA,NA,"by_time",0.06,0.01,0,0.06,32.4,"17iv2022",14.06
"X077_ll_br_c_brac_escuro",0.103995246436346,0.186530504403372,0.214002662669108,0.270967233392939,0.228140698506904,0.707843255539976,7.3222532,"Peafowl","D65","substrato_barradorio",0.771771122953092,23.4211723365599,695,0.61653843667727,"Carapace","Brachychelous","Dark","ll_77","Dark","no",NA,NA,"by_time",0.07,1.17,0.13,1.17,25.7,"17iv2022",8.54
"X077_ll_br_q_brac_escuro",0.072282476796278,0.147902485606063,0.231273356540065,0.236670895590013,0.222376608013151,2.20715619028414,7.1671613,"Peafowl","D65","substrato_barradorio",1.33806075583075,23.0504223079476,342,-0.355581862429434,"Claw","Brachychelous","Dark","ll_77","Dark","no",NA,NA,"by_time",0.07,1.17,0.13,1.17,25.7,"17iv2022",12.82
"X078_ll_br_c_brac_claro",0.0658050228423059,0.114180126152384,0.134678282920059,0.163443769283729,0.140994209892596,0.5756837875623,4.4056246,"Peafowl","D65","substrato_barradorio",1.39890476697975,14.330201565479,700,0.716811883444961,"Carapace","Brachychelous","Bright","ll_78","Bright","no",NA,NA,"by_time",0.2,0.25,0.08,0.25,29.8,"17iv2022",7.94
"X078_ll_br_q_brac_claro",0.250459443459564,0.384580356892193,0.40306779025367,0.357526862516734,0.385444761078795,3.94559878242979,10.5006492,"Peafowl","D65","substrato_barradorio",0.939117629771438,48.1240643365311,349,-2.06531435864808,"Claw","Brachychelous","Bright","ll_78","Bright","no",NA,NA,"by_time",0.2,0.25,0.08,0.25,29.8,"17iv2022",12.4
"X079_ll_br_c_brac_escuro",0.113726299504699,0.189218535274477,0.198868638599073,0.19462917328258,0.19558912901838,2.91227966964184,6.3892449,"Peafowl","D65","substrato_barradorio",0.413366566626192,21.9308425677109,344,2.3287624817808,"Carapace","Brachychelous","Dark","ll_79","Dark","no",NA,NA,"by_time",3.63,0.23,0.06,3.63,35.4,"17iv2022",8.33
"X079_ll_br_q_brac_escuro",0.091534760285891,0.216763935231692,0.318473661687957,0.306898971970396,0.302171087091441,2.52689222774524,9.0254703,"Peafowl","D65","substrato_barradorio",1.24968681828015,29.267887392693,328,0.153625709173813,"Claw","Brachychelous","Dark","ll_79","Dark","no",NA,NA,"by_time",3.63,0.23,0.06,3.63,35.4,"17iv2022",13.12
"X080_ll_br_c_brac_claro",0.13059436804153,0.214861886391118,0.230156240680227,0.240824416538696,0.23088885504059,2.34760887591606,7.3948223,"Peafowl","D65","substrato_barradorio",0.274911096610491,26.9095094503572,313,-0.825380730321151,"Carapace","Brachychelous","Bright","ll_80","Bright","no",NA,NA,"by_time",1.43,0.02,0.05,1.43,23.6,"17iv2022",7.88
"X080_ll_br_q_brac_claro",0.0946561671934089,0.159124007972342,0.189883738232949,0.174860607240702,0.180786595668641,2.41564065355528,5.9122821,"Peafowl","D65","substrato_barradorio",0.873453561999221,20.2820652934073,341,-1.69773752641304,"Claw","Brachychelous","Bright","ll_80","Bright","no",NA,NA,"by_time",1.43,0.02,0.05,1.43,23.6,"17iv2022",10.76
"X081_ll_br_c_brac_escuro",0.158056077080517,0.23672235314593,0.255828129637697,0.283914939976242,0.261494253989255,2.3797481978928,8.1492215,"Peafowl","D65","substrato_barradorio",0.497254247313567,32.0656890759863,300,-1.13277786986097,"Carapace","Brachychelous","Dark","ll_81","Dark","no",NA,NA,"by_time",7.52,0.35,0.03,7.52,67.7,"30iv2022",10.66
"X081_ll_br_q_brac_escuro",0.0748608194616501,0.126657080035333,0.157881318312124,0.14602839487941,0.149665118724246,2.10723135181981,4.7673302,"Peafowl","D65","substrato_barradorio",1.23648842438106,15.751701172534,350,1.2000583034575,"Claw","Brachychelous","Dark","ll_81","Dark","no",NA,NA,"by_time",7.52,0.35,0.03,7.52,67.7,"30iv2022",20.22
"X082_ll_br_c_brac_claro",0.0769172955166352,0.147476400916482,0.174125199984829,0.181700548962898,0.172014523298749,1.17634513998474,5.6108372,"Peafowl","D65","substrato_barradorio",1.52866253477066,15.9373846394349,700,1.119697596186,"Carapace","Brachychelous","Bright","ll_82","Bright","no",NA,NA,"by_time",2.7,0.07,0.57,2.7,90.3,"30iv2022",10.45
"X082_ll_br_q_brac_claro",0.10501115961077,0.1909950139328,0.241101361483735,0.219686465387749,0.227702407688316,2.01657024975251,7.3105987,"Peafowl","D65","substrato_barradorio",1.09544761449214,24.8685048577132,339,-1.31722373052451,"Claw","Brachychelous","Bright","ll_82","Bright","no",NA,NA,"by_time",2.7,0.07,0.57,2.7,90.3,"30iv2022",21.18
"X083_ll_br_c_brac_escuro",0.0369319607067368,0.0680816558893495,0.0813593488764188,0.0982535865388319,0.0848574081978117,0.304122467991915,1.3283729,"Peafowl","D65","substrato_barradorio",1.5722294847522,8.20930001708884,700,0.837433915799413,"Carapace","Brachychelous","Dark","ll_83","Dark","no",NA,NA,"by_time",8.29,1.93,6.5,8.29,83.7,"30iv2022",10.98
"X083_ll_br_q_brac_escuro",0.132885410965443,0.256467799187162,0.327155598062549,0.29585481428451,0.308101043760843,1.99413485281498,9.1432547,"Peafowl","D65","substrato_barradorio",0.861737284984167,31.4784325044365,339,0.411137250411617,"Claw","Brachychelous","Dark","ll_83","Dark","no",NA,NA,"by_time",8.29,1.93,6.5,8.29,83.7,"30iv2022",21.13
"X084_ll_br_c_brac_claro",0.0697382072229359,0.119996292207863,0.141125840160567,0.151621132165472,0.140973128315769,1.23307470970617,4.4047183,"Peafowl","D65","substrato_barradorio",1.25322655450497,14.2136806400115,700,0.982684056389014,"Carapace","Brachychelous","Bright","ll_84","Bright","no",NA,NA,"by_time",1.98,0.04,0.07,1.98,74.4,"30iv2022",9.61
"X084_ll_br_q_brac_claro",0.154732555961998,0.3563972717386,0.504700598549572,0.499416994524484,0.48421617052076,2.15431619856147,11.8832768,"Peafowl","D65","substrato_barradorio",1.09131601826318,48.0601560044743,333,0.0635979824578842,"Claw","Brachychelous","Bright","ll_84","Bright","no",NA,NA,"by_time",1.98,0.04,0.07,1.98,74.4,"30iv2022",19.75
"X085_ll_br_c_brac_escuro",0.0863601235814094,0.16764372513656,0.205405177818705,0.246886592912831,0.213073249588758,0.485366512891021,6.9081529,"Peafowl","D65","substrato_barradorio",1.30758264616844,20.4972796116251,700,0.762795617858276,"Carapace","Brachychelous","Dark","ll_85","Dark","no",NA,NA,"by_time",11.19,0.2,0.14,11.19,62.7,"30iv2022",9.22
"X085_ll_br_q_brac_escuro",0.0429777876628764,0.131250959809266,0.269236499435531,0.300636584066939,0.263178262525221,6.6619913625931,8.1881263,"Peafowl","D65","substrato_barradorio",1.48550049709779,22.3563324789152,580,0.415699384066979,"Claw","Brachychelous","Dark","ll_85","Dark","no",NA,NA,"by_time",11.19,0.2,0.14,11.19,62.7,"30iv2022",17.28
"X086_ll_br_c_brac_claro",0.0434745381814262,0.10409909620404,0.165246447934894,0.173662052474551,0.158603711365107,3.1422573014657,5.1188966,"Peafowl","D65","substrato_barradorio",1.39194190348936,13.4867600737625,700,0.805199473956773,"Carapace","Brachychelous","Bright","ll_86","Bright","no",NA,NA,"by_time",1.22,0.2,0.4,1.22,76.6,"30iv2022",10.39
"X086_ll_br_q_brac_claro",0.0611456722805737,0.14287471087118,0.253861429898055,0.262859618107258,0.242955866682831,3.87733088940246,7.7035699,"Peafowl","D65","substrato_barradorio",1.48194258776667,23.9870839085259,332,-0.138619169797469,"Claw","Brachychelous","Bright","ll_86","Bright","no",NA,NA,"by_time",1.22,0.2,0.4,1.22,76.6,"30iv2022",20.29
"X087_ll_br_c_brac_escuro",0.0706322936475687,0.140100774499232,0.179930061352546,0.206853594502521,0.182188041451925,0.725632696289484,5.9590823,"Peafowl","D65","substrato_barradorio",1.48634585766691,16.4657120740001,700,0.931760446701388,"Carapace","Brachychelous","Dark","ll_87","Dark","no",NA,NA,"by_time",1.89,2,0.09,2,72.1,"30iv2022",11
"X087_ll_br_q_brac_escuro",0.089449423933765,0.196880446867304,0.262302393844421,0.249625370114769,0.249636064531584,1.85506158519432,7.8679597,"Peafowl","D65","substrato_barradorio",0.862976111012785,24.1268154165339,339,0.604147792032339,"Claw","Brachychelous","Dark","ll_87","Dark","no",NA,NA,"by_time",1.89,2,0.09,2,72.1,"30iv2022",21.67
"X088_ll_br_c_brac_claro",0.0906217153019695,0.164842728480018,0.206099851204312,0.261471814544483,0.217185774283336,0.729588832980611,7.0240141,"Peafowl","D65","substrato_barradorio",1.50150738631602,20.4657207444769,700,0.83147870387615,"Carapace","Brachychelous","Bright","ll_88","Bright","no",NA,NA,"by_time",0.1,3.36,0.76,3.36,79.5,"30iv2022",9.86
"X088_ll_br_q_brac_claro",0.15749828999946,0.259231959468968,0.30485651908498,0.275076844578714,0.288761314726507,2.74049043742323,8.7503617,"Peafowl","D65","substrato_barradorio",1.1210455629086,35.4426770659251,334,-1.70123888576939,"Claw","Brachychelous","Bright","ll_88","Bright","no",NA,NA,"by_time",0.1,3.36,0.76,3.36,79.5,"30iv2022",19.69
"X089_ll_br_c_brac_escuro",0.0631501698532748,0.141827034985994,0.191194748068282,0.19269301029477,0.183862049448015,1.7670391371134,6.014515,"Peafowl","D65","substrato_barradorio",1.31817934019522,15.9236112510565,700,1.00073068082674,"Carapace","Brachychelous","Dark","ll_89","Dark","no",NA,NA,"by_time",0.07,4.94,1.72,4.94,67.1,"30iv2022",10.1
"X089_ll_br_q_brac_escuro",0.130167015126611,0.314084851561943,0.432513736846268,0.406723492226573,0.409544491712626,2.3909267410112,10.8682108,"Peafowl","D65","substrato_barradorio",1.30213462273844,39.8272229729919,332,0.210159300496857,"Claw","Brachychelous","Dark","ll_89","Dark","no",NA,NA,"by_time",0.07,4.94,1.72,4.94,67.1,"30iv2022",20.07
"X090_ll_br_c_lep_claro",0.108453489487619,0.1625275585368,0.18188094009684,0.205176279052635,0.185953131027693,2.0237197868928,6.0830539,"Peafowl","D65","substrato_barradorio",0.378826279936744,22.4743783921539,300,-0.782169891554178,"Carapace","Leptochelous","Bright","ll_90","Bright","no",NA,NA,"by_time",0.13,0.19,0.03,0.19,48.3,"30iv2022",10.55
"X090_ll_br_q_lep_claro",0.0828746578525849,0.15675886572221,0.196667787210242,0.190168163587369,0.189204621563541,1.50826452073135,6.188111,"Peafowl","D65","substrato_barradorio",1.20564850725404,21.2046964338468,333,-1.0230202671103,"Claw","Leptochelous","Bright","ll_90","Bright","no",NA,NA,"by_time",0.13,0.19,0.03,0.19,48.3,"30iv2022",19.18
"X091_ll_br_c_brac_escuro",0.0419027145790787,0.0728670225770803,0.089193917964327,0.123756476198873,0.0981534465274748,1.34484063872629,2.2105531,"Peafowl","D65","substrato_barradorio",1.59612361349426,9.76586403158729,700,0.618965314078814,"Carapace","Brachychelous","Dark","ll_91","Dark","no",NA,NA,"by_time",7.95,0.18,0.02,7.95,53.5,"30iv2022",8.99
"X091_ll_br_q_brac_escuro",0.185323556837829,0.281944789847609,0.317306816526212,0.281093491390084,0.300727816440254,3.47074363338083,8.9964535,"Peafowl","D65","substrato_barradorio",0.925047453516763,36.6214899192093,344,-2.03059119961473,"Claw","Brachychelous","Dark","ll_91","Dark","no",NA,NA,"by_time",7.95,0.18,0.02,7.95,53.5,"30iv2022",17.35
"X092_ll_br_c_brac_claro",0.0365732098394626,0.0753911701203914,0.109756463148512,0.138387252548182,0.113267663347823,2.35523779341779,3.0785634,"Peafowl","D65","substrato_barradorio",1.79877924884843,10.296008913048,700,0.688758121724762,"Carapace","Brachychelous","Bright","ll_92","Bright","no",NA,NA,"by_time",10.95,0.09,4.12,10.95,62,"30iv2022",9.87
"X092_ll_br_q_brac_claro",0.124265767495144,0.274709813720584,0.348254589190693,0.313528810325227,0.327561006980039,2.19958865590232,9.5144458,"Peafowl","D65","substrato_barradorio",1.13855601261806,33.006005754618,328,0.169906752143911,"Claw","Brachychelous","Bright","ll_92","Bright","no",NA,NA,"by_time",10.95,0.09,4.12,10.95,62,"30iv2022",20.16
"X093_ll_br_c_lep_escuro",0.0173760991252725,0.0356684143859811,0.0495022560170844,0.0548543996982079,0.0490063177952672,1.40090889050026,1.9990396,"Peafowl","D65","substrato_barradorio",1.71097370874797,4.60613511418823,700,0.728362641114256,"Carapace","Leptochelous","Dark","ll_93","Dark","no",NA,NA,"by_time",1.65,1.88,0.09,1.88,58.4,"30iv2022",10.2
"X093_ll_br_q_lep_escuro",0.0549678242888991,0.126644491469846,0.210310676700026,0.211505942523205,0.200266108412008,3.21306178442635,6.5324622,"Peafowl","D65","substrato_barradorio",1.46872066434888,19.7612506362394,333,-0.131933796800022,"Claw","Leptochelous","Dark","ll_93","Dark","no",NA,NA,"by_time",1.65,1.88,0.09,1.88,58.4,"30iv2022",20.73
"X094_ll_br_c_brac_claro",0.0495075538223726,0.0980500756423419,0.133959544787177,0.177740349581319,0.142731132342424,1.99073657187033,4.4798297,"Peafowl","D65","substrato_barradorio",1.81545961448335,13.1588734196131,700,0.682683642688441,"Carapace","Brachychelous","Bright","ll_94","Bright","yes",58,NA,"by_time",0.05,0.06,0.05,0.06,72.1,"30iv2022",9.49
"X094_ll_br_q_brac_claro",0.0274791047495297,0.0738654202623696,0.118467284565072,0.12794758876663,0.115932272707969,3.92502507267729,3.2194873,"Peafowl","D65","substrato_barradorio",1.28055074067821,10.1968455694439,578,0.582179101817627,"Claw","Brachychelous","Bright","ll_94","Bright","yes",58,NA,"by_time",0.05,0.06,0.05,0.06,72.1,"30iv2022",18.07
"X095_ll_br_c_brac_escuro",0.0416765430682618,0.078229226967523,0.0997719208018335,0.121250811569318,0.103551783040447,0.621285211952087,2.5350366,"Peafowl","D65","substrato_barradorio",1.46636445237808,9.72530265503423,700,0.819282293294456,"Carapace","Brachychelous","Dark","ll_95","Dark","no",NA,NA,"by_time",4.6,1.47,3.5,4.6,47.2,"30iv2022",9.49
"X095_ll_br_q_brac_escuro",0.169272423168351,0.376908449234247,0.476981056711591,0.435358399275097,0.45115847547327,2.1282142765878,11.4547145,"Peafowl","D65","substrato_barradorio",0.827812198218869,42.3625354672221,564,1.0743806525631,"Claw","Brachychelous","Dark","ll_95","Dark","no",NA,NA,"by_time",4.6,1.47,3.5,4.6,47.2,"30iv2022",15.97
"X096_ll_br_c_brac_claro",0.0666889721413407,0.127967324161232,0.141673047064646,0.158290509628409,0.144603082300131,1.16551000134115,4.5587991,"Peafowl","D65","substrato_barradorio",1.3636836445492,14.0486086429601,700,1.00513982289353,"Carapace","Brachychelous","Bright","ll_96","Bright","no",NA,NA,"by_time",15.03,3.92,23.01,23.01,83.6,"30iv2022",9.72
"X096_ll_br_q_brac_claro",0.0448823865344919,0.106831334814122,0.169242570308004,0.175754345248153,0.163448014717799,3.07317850575754,5.3012377,"Peafowl","D65","substrato_barradorio",1.08876399576641,14.6102775360626,577,0.623529682286011,"Claw","Brachychelous","Bright","ll_96","Bright","no",NA,NA,"by_time",15.03,3.92,23.01,23.01,83.6,"30iv2022",19.9
"X097_ll_br_c_brac_escuro",0.0870944974576264,0.153972832029106,0.1817578094301,0.209316239116018,0.18605163315892,0.636130826758881,6.0862634,"Peafowl","D65","substrato_barradorio",1.24556767335625,18.5381128759603,700,0.864942964617788,"Carapace","Brachychelous","Dark","ll_97","Dark","no",NA,NA,"by_time",7.66,0.04,3.85,7.66,39.3,"30iv2022",9.2
"X097_ll_br_q_brac_escuro",0.0396031911674575,0.128239973507898,0.23418922461772,0.263321042697526,0.23102354204472,6.08380459008264,7.3983567,"Peafowl","D65","substrato_barradorio",1.41135017974204,20.2139457402597,583,0.358695955676856,"Claw","Brachychelous","Dark","ll_97","Dark","no",NA,NA,"by_time",7.66,0.04,3.85,7.66,39.3,"30iv2022",14.93
"X098_ll_br_c_brac_claro",0.023856957673465,0.0439101015349474,0.0526893401898045,0.0663667829081393,0.0556253635163872,0.550405229138535,1.2312212,"Peafowl","D65","substrato_barradorio",1.60109165772579,5.48590407740408,700,0.727778566414034,"Carapace","Brachychelous","Bright","ll_98","Bright","no",NA,NA,"by_time",1.73,0.03,0.66,1.73,48.1,"30iv2022",10.01
"X098_ll_br_q_brac_claro",0.0354912515818446,0.0868738706269496,0.142347827277514,0.146610468990587,0.136572768830317,3.4619512363216,4.2125261,"Peafowl","D65","substrato_barradorio",1.49591590803405,13.3561661088683,332,0.0209334557716275,"Claw","Brachychelous","Bright","ll_98","Bright","no",NA,NA,"by_time",1.73,0.03,0.66,1.73,48.1,"30iv2022",18.01
"X099_ll_br_c_brac_escuro",0.0388344880795917,0.0810147304872378,0.120647582356149,0.13390808497428,0.118778161802076,2.04583718153241,3.3664655,"Peafowl","D65","substrato_barradorio",1.81064682079531,10.4765795445189,700,0.819967456665155,"Carapace","Brachychelous","Dark","ll_99","Dark","no",NA,NA,"by_time",5.97,1.56,0.82,5.97,38.7,"30iv2022",9.99
"X099_ll_br_q_brac_escuro",0.0690177714538491,0.141918770634441,0.208222799661277,0.204666938288528,0.19844146193109,1.81899044976728,6.4769902,"Peafowl","D65","substrato_barradorio",1.53034769016027,21.79517018845,333,-0.796086820504562,"Claw","Brachychelous","Dark","ll_99","Dark","no",NA,NA,"by_time",5.97,1.56,0.82,5.97,38.7,"30iv2022",17.2
"X100_ll_br_c_brac_claro",0.0587427797488628,0.130133975054562,0.163692486547268,0.170815799985308,0.160454575416707,1.40436365931008,5.1892128,"Peafowl","D65","substrato_barradorio",1.71197579010793,13.739502444034,700,1.06203342923091,"Carapace","Brachychelous","Bright","ll_100","Bright","no",NA,NA,"by_time",1.14,0.05,10.44,10.44,46.7,"30iv2022",8.5
"X100_ll_br_q_brac_claro",0.0656283430096774,0.123000139017376,0.154761972014826,0.14475991222832,0.147275916084847,1.77769002299508,4.6698002,"Peafowl","D65","substrato_barradorio",0.883870260679036,15.6410993654404,339,-0.399096677193736,"Claw","Brachychelous","Bright","ll_100","Bright","no",NA,NA,"by_time",1.14,0.05,10.44,10.44,46.7,"30iv2022",16.52
"X101_ll_br_c_brac_claro",0.174029761242989,0.312591176764481,0.395919934732063,0.448614686913017,0.399942614146941,0.222057407223982,10.7244261,"Peafowl","D65","substrato_barradorio",0.75106785375286,40.2782821434805,700,0.666875149507461,"Carapace","Brachychelous","Bright","ll_101","Dark","yes",58,NA,"by_time",0.66,0.34,0.41,0.66,33.9,"30iv2022",8.39
"X101_ll_br_q_brac_claro",0.0297571434645258,0.0886277412957746,0.16982402430163,0.182581035979821,0.163688085701118,5.85074726829734,5.3101329,"Peafowl","D65","substrato_barradorio",1.6469486322851,15.3578058158696,326,0.065979103460315,"Claw","Brachychelous","Bright","ll_101","Dark","yes",58,NA,"by_time",0.66,0.34,0.41,0.66,33.9,"30iv2022",13.76
"X102_ll_br_c_brac_claro",0.034676802961568,0.0723303023374621,0.0996110181274486,0.137018113812678,0.107522774827213,2.52355426372669,2.7631025,"Peafowl","D65","substrato_barradorio",1.80389479471264,9.64987212780435,700,0.696285058460905,"Carapace","Brachychelous","Bright","ll_102","Bright","no",NA,NA,"by_time",6.18,0.16,0.23,6.18,43.3,"30iv2022",8.81
"X102_ll_br_q_brac_claro",0.0376960955997387,0.109432947550214,0.210947789555048,0.226808765089967,0.203438319198103,5.76144744389912,6.6277097,"Peafowl","D65","substrato_barradorio",1.30478972692847,18.0967641403541,578,0.310920148102117,"Claw","Brachychelous","Bright","ll_102","Bright","no",NA,NA,"by_time",6.18,0.16,0.23,6.18,43.3,"30iv2022",15.51
"X103_ll_br_c_brac_escuro",0.0718299432564463,0.128682845341303,0.150186416158002,0.145838552244604,0.145645577980885,1.9490509393949,4.6023355,"Peafowl","D65","substrato_barradorio",0.762483209060106,14.3118930090561,564,1.35351435396593,"Carapace","Brachychelous","Dark","ll_103","Dark","no",NA,NA,"by_time",0.02,0.02,6.98,6.98,63.6,"01v2022",9.93
"X103_ll_br_q_brac_escuro",0.103284051245367,0.193657479369753,0.24296172912866,0.226710365537299,0.231203076603084,1.80908470335062,7.4030647,"Peafowl","D65","substrato_barradorio",0.941250228482111,25.1085525597077,331,-0.981528933743556,"Claw","Brachychelous","Dark","ll_103","Dark","no",NA,NA,"by_time",0.02,0.02,6.98,6.98,63.6,"01v2022",18.8
