"ID","u","s","m","l","luminance","chromatic_contrast","achromatic_contrast","vismodel","iluminante","substrato","saturation","mean_brightness","hue","H4","body_region","claw_type","carapace_type","identidade","carapace_color","autotomy","autotomy_latency","autotomy_trial","autotomy_exp_type","force1","force2","force3","max_force","weight_mg","data","size"
"X125_ll_br_c_brac_escuro",NA,0.109453234379295,0.148220861481686,NA,0.148220861481686,1.08903184329684,6.1255704,"Fiddler crab","D65","substrato_barradorio",0.439059746676312,19.8990389379111,300,-0.834917797662234,"Carapace","Brachychelous","Dark","ll_125","Dark","no",NA,NA,"by_time",0.28,6.11,3.32,6.11,62,"02v2022",9.45
"X125_ll_br_q_brac_escuro",NA,0.0678254522900263,0.150266046144022,NA,0.150266046144022,1.81166008040616,6.2112198,"Fiddler crab","D65","substrato_barradorio",1.492328291563,19.2265330404089,331,-0.169318571471786,"Claw","Brachychelous","Dark","ll_125","Dark","no",NA,NA,"by_time",0.28,6.11,3.32,6.11,62,"02v2022",19.2
"X126_ll_br_c_lep_claro",NA,0.0839794084125993,0.130641992729007,NA,0.130641992729007,0.27183456238085,5.3365531,"Fiddler crab","D65","substrato_barradorio",0.936466865148688,16.1169279250975,700,0.687167222402284,"Carapace","Leptochelous","Bright","ll_126","Bright","no",NA,NA,"by_time",1.31,0.98,0.5,1.31,49,"02v2022",9.81
"X126_ll_br_q_lep_claro",NA,0.0595878499111966,0.152341244835276,NA,0.152341244835276,2.65548305032345,6.2969427,"Fiddler crab","D65","substrato_barradorio",1.26474288102156,18.5762322158968,332,0.401241707995977,"Claw","Leptochelous","Bright","ll_126","Bright","no",NA,NA,"by_time",1.31,0.98,0.5,1.31,49,"02v2022",18.47
"X127_ll_br_c_brac_escuro",NA,0.0661138519916898,0.105222652467102,NA,0.105222652467102,0.137417997891317,3.984165,"Fiddler crab","D65","substrato_barradorio",1.05454539196769,13.3749021892965,700,0.578379415381804,"Carapace","Brachychelous","Dark","ll_127","Dark","no",NA,NA,"by_time",1.19,2.87,0.37,2.87,66.3,"02v2022",9.95
"X127_ll_br_q_brac_escuro",NA,0.0695005662955134,0.142810503407847,NA,0.142810503407846,1.36803226253193,5.893165,"Fiddler crab","D65","substrato_barradorio",1.0910926269435,16.9138725010022,339,0.375676455831606,"Claw","Brachychelous","Dark","ll_127","Dark","no",NA,NA,"by_time",1.19,2.87,0.37,2.87,66.3,"02v2022",20.63
"X128_ll_br_c_brac_claro",NA,0.108760696523535,0.151101248966059,NA,0.151101248966059,0.938217650940182,6.2458621,"Fiddler crab","D65","substrato_barradorio",0.757452411869385,18.7749687524575,700,0.340785038489017,"Carapace","Brachychelous","Bright","ll_128","Bright","no",NA,NA,"by_time",2.67,1.79,9.63,9.63,69.4,"02v2022",9.47
"X128_ll_br_q_brac_claro",NA,0.232677979657333,0.38643214244268,NA,0.386432142442679,0.113608023426915,12.1146505,"Fiddler crab","D65","substrato_barradorio",1.05415712573901,47.1393335841753,333,-1.32311105890192,"Claw","Brachychelous","Bright","ll_128","Bright","no",NA,NA,"by_time",2.67,1.79,9.63,9.63,69.4,"02v2022",18.15
"X129_ll_br_c_brac_escuro",NA,0.0544794513488456,0.104832981104684,NA,0.104832981104684,0.981251551123455,3.9609764,"Fiddler crab","D65","substrato_barradorio",1.76197705008688,13.4153221921754,700,0.67266198076498,"Carapace","Brachychelous","Dark","ll_129","Dark","no",NA,NA,"by_time",0.28,0.28,4.32,4.32,50.1,"02v2022",9.61
"X129_ll_br_q_brac_escuro",NA,0.0769739693695119,0.206903202173354,NA,0.206903202173354,2.95077327802629,8.2102429,"Fiddler crab","D65","substrato_barradorio",1.46062362456865,25.9302676803204,327,0.176318248783259,"Claw","Brachychelous","Dark","ll_129","Dark","no",NA,NA,"by_time",0.28,0.28,4.32,4.32,50.1,"02v2022",17.03
"X130_ll_br_c_brac_claro",NA,0.101448744783231,0.167555708390653,NA,0.167555708390653,0.0809711727188765,6.891898,"Fiddler crab","D65","substrato_barradorio",1.16751347310656,19.1858177629782,700,0.947334131457556,"Carapace","Brachychelous","Bright","ll_130","Bright","no",NA,NA,"by_time",4.68,0.23,0.1,4.68,52.4,"02v2022",8.93
"X130_ll_br_q_brac_claro",NA,0.226490099702793,0.366490152905981,NA,0.36649015290598,0.0397777455837349,11.7834966,"Fiddler crab","D65","substrato_barradorio",0.866822734676046,43.7706398295719,337,-1.33683363324414,"Claw","Brachychelous","Bright","ll_130","Bright","no",NA,NA,"by_time",4.68,0.23,0.1,4.68,52.4,"02v2022",18.24
"X131_ll_br_c_lep_escuro",NA,0.0878977304986884,0.160098935006728,NA,0.160098935006728,0.657591961350218,6.6073735,"Fiddler crab","D65","substrato_barradorio",1.21500335781449,19.2138959474752,691,0.728868541829313,"Carapace","Leptochelous","Dark","ll_131","Dark","no",NA,NA,"by_time",0.11,0.04,0.05,0.11,41.6,"02v2022",9.04
"X131_ll_br_q_lep_escuro",NA,0.039951182660921,0.115575166331396,NA,0.115575166331396,3.38375289008848,4.5706807,"Fiddler crab","D65","substrato_barradorio",1.4491295179293,13.2535398686489,590,0.71154382526227,"Claw","Leptochelous","Dark","ll_131","Dark","no",NA,NA,"by_time",0.11,0.04,0.05,0.11,41.6,"02v2022",16.34
"X132_ll_br_c_brac_claro",NA,0.0545129168221317,0.119495318272549,NA,0.119495318272549,1.74902029826191,4.7791562,"Fiddler crab","D65","substrato_barradorio",1.4189990817721,12.596612620823,700,0.994124158768621,"Carapace","Brachychelous","Bright","ll_132","Bright","no",NA,NA,"by_time",0.18,0.47,2.22,2.22,37.9,"02v2022",10.03
"X132_ll_br_q_brac_claro",NA,0.0260247240833795,0.0752286196376106,NA,0.0752286196376106,3.37916784852054,1.8869971,"Fiddler crab","D65","substrato_barradorio",1.45215257827957,9.40591458982305,329,0.384512643784519,"Claw","Brachychelous","Bright","ll_132","Bright","no",NA,NA,"by_time",0.18,0.47,2.22,2.22,37.9,"02v2022",16.53
"X133_ll_br_c_brac_escuro",NA,0.0825919821608399,0.149668626047453,NA,0.149668626047453,0.62749926671886,6.1863218,"Fiddler crab","D65","substrato_barradorio",1.29801046130476,16.1606908021157,700,1.08470721968115,"Carapace","Brachychelous","Dark","ll_133","Dark","no",NA,NA,"by_time",9.25,2.32,5.75,9.25,48.4,"02v2022",9.18
"X133_ll_br_q_brac_escuro",NA,0.117278807750019,0.226097109199541,NA,0.226097109199541,0.992245205349684,8.7647024,"Fiddler crab","D65","substrato_barradorio",0.90510668566337,26.2295404361082,334,0.62270870335572,"Claw","Brachychelous","Dark","ll_133","Dark","no",NA,NA,"by_time",9.25,2.32,5.75,9.25,48.4,"02v2022",17.07
"X134_ll_br_c_brac_claro",NA,0.0884095912429268,0.154274040253017,NA,0.154274040253017,0.404990193553858,6.3757394,"Fiddler crab","D65","substrato_barradorio",1.54509196249799,18.4161784104243,689,0.780044026732324,"Carapace","Brachychelous","Bright","ll_134","Bright","no",NA,NA,"by_time",3,10.94,4.41,10.94,56.3,"02v2022",9.41
"X134_ll_br_q_brac_claro",NA,0.106584020942514,0.219396074258534,NA,0.219396074258534,1.37841112668534,8.5766653,"Fiddler crab","D65","substrato_barradorio",1.01590288946186,25.8862959308375,335,0.259438162220824,"Claw","Brachychelous","Bright","ll_134","Bright","no",NA,NA,"by_time",3,10.94,4.41,10.94,56.3,"02v2022",18.06
"X135_ll_br_c_brac_escuro",NA,0.054067245541175,0.0682343476586317,NA,0.0682343476586317,1.50437802365165,1.2770992,"Fiddler crab","D65","substrato_barradorio",0.859117605579901,8.86316296796285,700,-0.779853753123165,"Carapace","Brachychelous","Dark","ll_135","Dark","no",NA,NA,"by_time",1.49,1.28,0.19,1.49,110.4,"02v2022",11.84
"X135_ll_br_q_brac_escuro",NA,0.074785231394887,0.169363093792171,NA,0.169363093792171,1.94102899579594,6.9589543,"Fiddler crab","D65","substrato_barradorio",1.85088254767447,23.8432587751535,315,-0.525830651347621,"Claw","Brachychelous","Dark","ll_135","Dark","no",NA,NA,"by_time",1.49,1.28,0.19,1.49,110.4,"02v2022",22.69
"X136_ll_br_c_brac_claro",NA,0.168641302838484,0.223999135804761,NA,0.223999135804761,1.20298145881223,8.7064374,"Fiddler crab","D65","substrato_barradorio",0.463374200530961,30.5474600105088,700,-0.331005659857754,"Carapace","Brachychelous","Bright","ll_136","Bright","no",NA,NA,"by_time",8.63,0.56,2.83,8.63,68.7,"02v2022",10.07
"X136_ll_br_q_brac_claro",NA,0.10787500273376,0.194825851451863,NA,0.194825851451863,0.607593222303375,7.8343368,"Fiddler crab","D65","substrato_barradorio",1.43634517295662,23.7193393143486,331,-0.927737419097046,"Claw","Brachychelous","Bright","ll_136","Bright","no",NA,NA,"by_time",8.63,0.56,2.83,8.63,68.7,"02v2022",17.48
"X137_ll_br_c_brac_escuro",NA,0.0533030617137684,0.0842503742789612,NA,0.0842503742789611,0.17808299920346,2.5948801,"Fiddler crab","D65","substrato_barradorio",1.67845390714648,10.9381390737317,700,0.550036740987497,"Carapace","Brachychelous","Dark","ll_137","Dark","no",NA,NA,"by_time",2.78,3.79,2.65,3.79,60.8,"02v2022",9.55
"X137_ll_br_q_brac_escuro",NA,0.189706859288561,0.297085417544525,NA,0.297085417544525,0.232645570687663,10.4712969,"Fiddler crab","D65","substrato_barradorio",1.13659899873616,35.7293126040571,338,-1.77712061767226,"Claw","Brachychelous","Dark","ll_137","Dark","no",NA,NA,"by_time",2.78,3.79,2.65,3.79,60.8,"02v2022",19.41
"X138_ll_br_c_brac_claro",NA,0.183107339952487,0.277931816755842,NA,0.277931816755842,0.416707714288018,10.0547726,"Fiddler crab","D65","substrato_barradorio",0.585150264529982,34.9376303499819,659,0.518160378462799,"Carapace","Brachychelous","Bright","ll_138","Bright","no",NA,NA,"by_time",14.27,12.52,0.15,14.27,78.6,"13vi2022",9.59
"X138_ll_br_q_brac_claro",NA,0.0739725945007133,0.182237318373047,NA,0.182237318373047,2.43712706888953,7.4168599,"Fiddler crab","D65","substrato_barradorio",2.19702379866528,23.5433871997967,326,-0.838235486714457,"Claw","Brachychelous","Bright","ll_138","Bright","no",NA,NA,"by_time",14.27,12.52,0.15,14.27,78.6,"13vi2022",20.63
"X139_ll_br_c_brac_escuro",NA,0.152748275830322,0.291873578382236,NA,0.291873578382236,0.939912974041728,10.3606785,"Fiddler crab","D65","substrato_barradorio",1.42243704076653,30.5948612503616,658,1.11309357867262,"Carapace","Brachychelous","Dark","ll_139","Dark","no",NA,NA,"by_time",2.19,5.19,0.05,5.19,43.8,"13vi2022",8.88
"X139_ll_br_q_brac_escuro",NA,0.0762244204368187,0.190777578584822,NA,0.190777578584823,2.53029572455107,7.7031002,"Fiddler crab","D65","substrato_barradorio",1.49278485377918,19.3261125616615,575,1.06450665837629,"Claw","Brachychelous","Dark","ll_139","Dark","no",NA,NA,"by_time",2.19,5.19,0.05,5.19,43.8,"13vi2022",14.87
"X140_ll_br_c_brac_claro",NA,0.101195114036791,0.205799470676512,NA,0.205799470676512,1.3071508173704,8.1768128,"Fiddler crab","D65","substrato_barradorio",1.44415313514888,20.0945975263045,554,1.24441542783889,"Carapace","Brachychelous","Bright","ll_140","Bright","no",NA,NA,"by_time",3.14,15.17,0.69,15.17,79.3,"13vi2022",10.34
"X140_ll_br_q_brac_claro",NA,0.227940657051153,0.363828045308051,NA,0.363828045308051,0.120354831708176,11.7379322,"Fiddler crab","D65","substrato_barradorio",0.811135928145897,41.2534951204259,335,2.68698156968242,"Claw","Brachychelous","Bright","ll_140","Bright","no",NA,NA,"by_time",3.14,15.17,0.69,15.17,79.3,"13vi2022",20.82
"X141_ll_br_c_lep_escuro",NA,0.0766063879212091,0.126618221175542,NA,0.126618221175542,0.0852949541997903,5.1410264,"Fiddler crab","D65","substrato_barradorio",1.74616420261601,15.5382139655244,653,0.813812524881312,"Carapace","Leptochelous","Dark","ll_141","Dark","no",NA,NA,"by_time",0.07,0.1,0.22,0.22,24.1,"13vi2022",10.19
"X141_ll_br_q_lep_escuro",NA,0.069641530423687,0.247709652425837,NA,0.247709652425837,4.60135175465803,9.3352819,"Fiddler crab","D65","substrato_barradorio",1.57502814242593,28.8628640986922,578,0.558534859039996,"Claw","Leptochelous","Dark","ll_141","Dark","no",NA,NA,"by_time",0.07,0.1,0.22,0.22,24.1,"13vi2022",16.79
"X142_ll_br_c_brac_claro",NA,0.0901434756723328,0.179523720536446,NA,0.179523720536446,1.18371941237133,7.3230947,"Fiddler crab","D65","substrato_barradorio",2.06034458212234,22.3608089842195,657,0.734155086646682,"Carapace","Brachychelous","Bright","ll_142","Bright","no",NA,NA,"by_time",3.02,9.69,10.69,10.69,66.7,"13vi2022",9.38
"X142_ll_br_q_brac_claro",NA,0.220125911782326,0.46953745019985,NA,0.46953745019985,1.58820559109508,13.3320991,"Fiddler crab","D65","substrato_barradorio",0.963377371980827,51.1665142020334,565,0.912975817778053,"Claw","Brachychelous","Bright","ll_142","Bright","no",NA,NA,"by_time",3.02,9.69,10.69,10.69,66.7,"13vi2022",18.82
"X143_ll_br_c_brac_escuro",NA,0.171014644958633,0.323496060426241,NA,0.323496060426241,0.880447018590147,11.0035921,"Fiddler crab","D65","substrato_barradorio",1.46791293244089,34.782254929228,661,1.02835010390283,"Carapace","Brachychelous","Dark","ll_143","Dark","no",NA,NA,"by_time",8.63,1,0.04,8.63,55.4,"13vi2022",9.39
"X143_ll_br_q_brac_escuro",NA,0.194195371656633,0.391993333555738,NA,0.391993333555739,1.26312360771063,12.2039539,"Fiddler crab","D65","substrato_barradorio",0.959837121232842,42.9181623293023,339,0.958354562798775,"Claw","Brachychelous","Dark","ll_143","Dark","no",NA,NA,"by_time",8.63,1,0.04,8.63,55.4,"13vi2022",17.2
"X144_ll_br_c_brac_claro",NA,0.119102882471244,0.224184069562867,NA,0.224184069562867,0.851231931582838,8.7115953,"Fiddler crab","D65","substrato_barradorio",1.52148226157955,22.0689322374985,649,1.2485160230252,"Carapace","Brachychelous","Bright","ll_144","Bright","no",NA,NA,"by_time",0.8,1,0.04,1,61.4,"13vi2022",9.87
"X144_ll_br_q_brac_claro",NA,0.362193776561148,0.572527379436932,NA,0.572527379436932,0.177600065846457,14.5715522,"Fiddler crab","D65","substrato_barradorio",0.989054269546591,68.4561510215132,340,-1.53753625601289,"Claw","Brachychelous","Bright","ll_144","Bright","no",NA,NA,"by_time",0.8,1,0.04,1,61.4,"13vi2022",17.92
"X145_ll_br_c_lep_escuro",NA,0.0802486885703674,0.149272123497145,NA,0.149272123497145,0.781468640996066,6.1697423,"Fiddler crab","D65","substrato_barradorio",1.67434534888079,16.0596841530443,649,1.0634323585324,"Carapace","Leptochelous","Dark","ll_145","Dark","no",NA,NA,"by_time",0.05,0.04,0.06,0.06,20.8,"13vi2022",10.15
"X145_ll_br_q_lep_escuro",NA,0.0973054397515892,0.275813752670008,NA,0.275813752670008,3.26359246931745,10.0069602,"Fiddler crab","D65","substrato_barradorio",1.31022184546995,32.5792503906371,577,0.454756063206626,"Claw","Leptochelous","Dark","ll_145","Dark","no",NA,NA,"by_time",0.05,0.04,0.06,0.06,20.8,"13vi2022",20.61
"X146_ll_br_c_brac_claro",NA,0.0758903550950627,0.172709433644212,NA,0.172709433644212,1.96988210894736,7.08124,"Fiddler crab","D65","substrato_barradorio",1.64609886799455,17.4426858642904,649,1.08967557410583,"Carapace","Brachychelous","Bright","ll_146","Bright","no",NA,NA,"by_time",3.58,0.88,0.12,3.58,71.7,"13vi2022",9.95
"X146_ll_br_q_brac_claro",NA,0.212642853704358,0.47091163865733,NA,0.47091163865733,1.80922421823671,13.3503642,"Fiddler crab","D65","substrato_barradorio",1.02969394812011,49.8107137414531,564,1.00749551472818,"Claw","Brachychelous","Bright","ll_146","Bright","no",NA,NA,"by_time",3.58,0.88,0.12,3.58,71.7,"13vi2022",19.21
"X147_ll_br_c_lep_escuro",NA,0.110957662953143,0.201620969945972,NA,0.201620969945972,0.643584482182725,8.0486084,"Fiddler crab","D65","substrato_barradorio",1.55343216835734,23.8695590354268,656,0.869986317027054,"Carapace","Leptochelous","Dark","ll_147","Dark","no",NA,NA,"by_time",2.22,0.42,0.07,2.22,31.3,"13vi2022",9.83
"X147_ll_br_q_lep_escuro",NA,0.154517489357521,0.336677778117809,NA,0.336677778117809,1.71354429029027,11.2532133,"Fiddler crab","D65","substrato_barradorio",1.08735124308321,36.1379585544192,576,1.00703124255388,"Claw","Leptochelous","Dark","ll_147","Dark","no",NA,NA,"by_time",2.22,0.42,0.07,2.22,31.3,"13vi2022",15.44
"X148_ll_br_c_brac_claro",NA,0.0748756595432545,0.152813776420082,NA,0.152813776420082,1.32800688208134,6.3162989,"Fiddler crab","D65","substrato_barradorio",1.68809536491427,16.5690152238671,657,0.982818748089999,"Carapace","Brachychelous","Bright","ll_148","Bright","no",NA,NA,"by_time",11.26,7.62,0.1,11.26,73.6,"13vi2022",10.05
"X148_ll_br_q_brac_claro",NA,0.0805065233744981,0.233775690335699,NA,0.233775690335699,3.40591489366878,8.9734367,"Fiddler crab","D65","substrato_barradorio",1.46612316198702,25.9251626864758,575,0.728788059537236,"Claw","Brachychelous","Bright","ll_148","Bright","no",NA,NA,"by_time",11.26,7.62,0.1,11.26,73.6,"13vi2022",19.16
"X149_ll_br_c_lep_escuro",NA,0.147991524407699,0.241815260206696,NA,0.241815260206696,0.017666568976582,9.1847615,"Fiddler crab","D65","substrato_barradorio",1.14091857513969,28.0718391725062,673,0.939427373817665,"Carapace","Leptochelous","Dark","ll_149","Dark","no",NA,NA,"by_time",0.29,0.18,0.05,0.29,42.4,"13vi2022",10.65
"X149_ll_br_q_lep_escuro",NA,0.180032243800195,0.332471033138927,NA,0.332471033138927,0.738902100295568,11.1746283,"Fiddler crab","D65","substrato_barradorio",1.01691723058708,38.784947492751,336,-0.157839423923842,"Claw","Leptochelous","Dark","ll_149","Dark","no",NA,NA,"by_time",0.29,0.18,0.05,0.29,42.4,"13vi2022",21.79
"X150_ll_br_c_lep_claro",NA,0.0936118812524968,0.166408031809024,NA,0.166408031809024,0.514211334312234,6.8489412,"Fiddler crab","D65","substrato_barradorio",1.72063227416936,18.5487850462972,655,1.00182757754615,"Carapace","Leptochelous","Bright","ll_150","Bright","no",NA,NA,"by_time",1.51,0.11,0.07,1.51,49.4,"13vi2022",9.9
"X150_ll_br_q_lep_claro",NA,0.225358571673474,0.340832748341903,NA,0.340832748341903,0.437945577004832,11.329873,"Fiddler crab","D65","substrato_barradorio",1.20928122844041,40.3835009599128,345,-1.81813730708338,"Claw","Leptochelous","Bright","ll_150","Bright","no",NA,NA,"by_time",1.51,0.11,0.07,1.51,49.4,"13vi2022",18.54
"X151_ll_br_c_brac_escuro",NA,0.0779548957180349,0.183266564727623,NA,0.183266564727624,2.16133318964224,7.4520596,"Fiddler crab","D65","substrato_barradorio",1.59988106056904,17.6673679056585,648,1.14158811075787,"Carapace","Brachychelous","Dark","ll_151","Dark","no",NA,NA,"by_time",5.23,0.75,8.63,8.63,61,"13vi2022",9.87
"X151_ll_br_q_brac_escuro",NA,0.16117627038648,0.335332390122092,NA,0.335332390122092,1.44133528975022,11.2281878,"Fiddler crab","D65","substrato_barradorio",1.03210807583847,35.7377317060019,338,1.12728632249652,"Claw","Brachychelous","Dark","ll_151","Dark","no",NA,NA,"by_time",5.23,0.75,8.63,8.63,61,"13vi2022",18.84
"X152_ll_br_c_lep_claro",NA,0.0653299418534899,0.132929311938696,NA,0.132929311938696,1.31018703365799,5.4450331,"Fiddler crab","D65","substrato_barradorio",1.65161214658769,13.5840964619544,649,1.10942859546159,"Carapace","Leptochelous","Bright","ll_152","Bright","no",NA,NA,"by_time",0.87,0.14,4.2,4.2,48.8,"13vi2022",9.33
"X152_ll_br_q_lep_claro",NA,0.0827445201933191,0.178743305489029,NA,0.178743305489029,1.66271452596826,7.2958658,"Fiddler crab","D65","substrato_barradorio",1.52231934350642,20.4416767009438,330,0.558984000644001,"Claw","Leptochelous","Bright","ll_152","Bright","no",NA,NA,"by_time",0.87,0.14,4.2,4.2,48.8,"13vi2022",18.3
"X153_ll_br_c_brac_escuro",NA,0.128052122695173,0.239725321429768,NA,0.239725321429768,0.819274293185447,9.1305098,"Fiddler crab","D65","substrato_barradorio",1.20330294473319,26.6854592864815,649,0.962416732979199,"Carapace","Brachychelous","Dark","ll_153","Dark","no",NA,NA,"by_time",0.11,0.13,0.09,0.13,18.7,"13vi2022",9.56
"X153_ll_br_q_brac_escuro",NA,0.226601754957727,0.434183405998099,NA,0.434183405998099,0.956079195078048,12.8428427,"Fiddler crab","D65","substrato_barradorio",1.37067322165327,43.8940195220419,555,1.32222261336006,"Claw","Brachychelous","Dark","ll_153","Dark","no",NA,NA,"by_time",0.11,0.13,0.09,0.13,18.7,"13vi2022",18.47
"X154_ll_br_c_brac_claro",NA,0.109042435463468,0.175931275463277,NA,0.175931275463277,0.056949263253813,7.1967577,"Fiddler crab","D65","substrato_barradorio",1.41262089598544,18.4395402773656,649,1.30383953868921,"Carapace","Brachychelous","Bright","ll_154","Bright","yes",28,NA,"by_time",8.88,8.77,9.04,9.04,50.8,"13vi2022",9.8
"X154_ll_br_q_brac_claro",NA,0.121163341034887,0.257959007099962,NA,0.257959007099962,1.57708498893599,9.588678,"Fiddler crab","D65","substrato_barradorio",1.14952974671088,29.1076131146704,326,0.648511200005482,"Claw","Brachychelous","Bright","ll_154","Bright","yes",28,NA,"by_time",8.88,8.77,9.04,9.04,50.8,"13vi2022",17.33
"X155_ll_br_c_brac_escuro",NA,0.125765335561158,0.260473560061824,NA,0.260473560061824,1.41458289939967,9.6493072,"Fiddler crab","D65","substrato_barradorio",1.62206011155894,28.8252058266891,657,0.932613707517828,"Carapace","Brachychelous","Dark","ll_155","Dark","no",NA,NA,"by_time",0.2,0.11,0.1,0.2,25.1,"13vi2022",9.09
"X155_ll_br_q_brac_escuro",NA,0.125159023052361,0.296492587044894,NA,0.296492587044894,2.20626848201401,10.4588126,"Fiddler crab","D65","substrato_barradorio",1.24787710726354,30.7537547375658,563,1.05056485746434,"Claw","Brachychelous","Dark","ll_155","Dark","no",NA,NA,"by_time",0.2,0.11,0.1,0.2,25.1,"13vi2022",17.38
"X156_ll_br_c_brac_claro",NA,0.0708356204587833,0.125801902677277,NA,0.125801902677277,0.508678208124836,5.1006017,"Fiddler crab","D65","substrato_barradorio",1.25188016975564,15.7233863892829,700,0.652519223345596,"Carapace","Brachychelous","Bright","ll_156","Bright","no",NA,NA,"by_time",1.6,0.45,0.21,1.6,87.4,"14vi2022",10.5
"X156_ll_br_q_brac_claro",NA,0.127707262595886,0.244239264077333,NA,0.244239264077333,0.945088136853406,9.2471008,"Fiddler crab","D65","substrato_barradorio",1.3470020009092,30.3503550912571,324,-0.73868116139898,"Claw","Brachychelous","Bright","ll_156","Bright","no",NA,NA,"by_time",1.6,0.45,0.21,1.6,87.4,"14vi2022",23.05
"X157_ll_br_c_brac_escuro",NA,0.0448613762736676,0.0658952651817902,NA,0.0658952651817901,0.61006547240615,1.0590899,"Fiddler crab","D65","substrato_barradorio",0.966915006263146,7.73246477667694,700,1.00263885496956,"Carapace","Brachychelous","Dark","ll_157","Dark","no",NA,NA,"by_time",9.44,0.72,0.09,9.44,65.1,"14vi2022",10.65
"X157_ll_br_q_brac_escuro",NA,0.0668192265306215,0.157817757936872,NA,0.157817757936872,2.18866724884176,6.5176796,"Fiddler crab","D65","substrato_barradorio",1.81777294006633,20.4835033429998,328,-0.196967603408377,"Claw","Brachychelous","Dark","ll_157","Dark","no",NA,NA,"by_time",9.44,0.72,0.09,9.44,65.1,"14vi2022",18.14
"X158_ll_br_c_brac_claro",NA,0.131901807352515,0.29447231130142,NA,0.294472311301421,1.8567816262032,10.4160799,"Fiddler crab","D65","substrato_barradorio",1.44624368655297,29.4352454841312,642,1.1108092896961,"Carapace","Brachychelous","Bright","ll_158","Bright","no",NA,NA,"by_time",2.1,0.57,0.19,2.1,79.5,"14vi2022",10.16
"X158_ll_br_q_brac_claro",NA,0.15316367535785,0.337918596330077,NA,0.337918596330077,1.78707672967729,11.2762052,"Fiddler crab","D65","substrato_barradorio",1.06568587406221,38.1882223220784,328,0.624123620186645,"Claw","Brachychelous","Bright","ll_158","Bright","no",NA,NA,"by_time",2.1,0.57,0.19,2.1,79.5,"14vi2022",22.37
"X159_ll_br_c_brac_escuro",NA,0.0414631466045954,0.0669787478850069,NA,0.0669787478850069,0.049795355314011,1.1610198,"Fiddler crab","D65","substrato_barradorio",1.18920166482814,8.02764137653381,700,0.771390051604565,"Carapace","Brachychelous","Dark","ll_159","Dark","no",NA,NA,"by_time",0.94,0.58,1,1,70,"14vi2022",10.51
"X159_ll_br_q_brac_escuro",NA,0.0780381993352151,0.197064289038095,NA,0.197064289038095,2.58277026016389,7.9057363,"Fiddler crab","D65","substrato_barradorio",1.20631008215568,22.6978371801357,571,0.589297831896791,"Claw","Brachychelous","Dark","ll_159","Dark","no",NA,NA,"by_time",0.94,0.58,1,1,70,"14vi2022",21.1
"X160_ll_br_c_brac_claro",NA,0.0641186913116757,0.0998125442190477,NA,0.0998125442190477,0.267893148237001,3.6542604,"Fiddler crab","D65","substrato_barradorio",1.72901233204748,15.6388834549162,692,0.289033714020046,"Carapace","Brachychelous","Bright","ll_160","Bright","no",NA,NA,"by_time",14.55,0.17,0.38,14.55,68.1,"14vi2022",10.49
"X160_ll_br_q_brac_claro",NA,0.167036036490717,0.246251283616583,NA,0.246251283616583,0.588536818507888,9.2983768,"Fiddler crab","D65","substrato_barradorio",0.889687339160551,29.9766546312592,339,-1.82668129227811,"Claw","Brachychelous","Bright","ll_160","Bright","no",NA,NA,"by_time",14.55,0.17,0.38,14.55,68.1,"14vi2022",20.15
"X161_ll_br_c_lep_escuro",NA,0.0654872089492995,0.132940981408755,NA,0.132940981408755,1.29653634688908,5.4455817,"Fiddler crab","D65","substrato_barradorio",2.0561228001674,18.2158478436248,700,0.55030388234833,"Carapace","Leptochelous","Dark","ll_161","Dark","no",NA,NA,"by_time",1.1,0.33,0.03,1.1,50.4,"14vi2022",10.06
"X161_ll_br_q_lep_escuro",NA,0.212206772275254,0.372500960904287,NA,0.372500960904287,0.439923837556365,11.8851713,"Fiddler crab","D65","substrato_barradorio",0.787369045242485,43.5799111569289,336,0.175564425337435,"Claw","Leptochelous","Dark","ll_161","Dark","no",NA,NA,"by_time",1.1,0.33,0.03,1.1,50.4,"14vi2022",18.5
"X162_ll_br_c_brac_claro",NA,0.0989921960739679,0.175975175646789,NA,0.175975175646789,0.514308176813901,7.1983171,"Fiddler crab","D65","substrato_barradorio",1.34606859427993,21.2986237316186,700,0.734694207097932,"Carapace","Brachychelous","Bright","ll_162","Bright","yes",60,NA,"by_time",7.88,2.21,3.09,7.88,71.8,"14vi2022",9.94
"X162_ll_br_q_brac_claro",NA,0.259159490989043,0.426729506509241,NA,0.426729506509242,0.062966353386892,12.7346133,"Fiddler crab","D65","substrato_barradorio",0.909629963590798,52.240839629922,340,-0.865097958426568,"Claw","Brachychelous","Bright","ll_162","Bright","yes",60,NA,"by_time",7.88,2.21,3.09,7.88,71.8,"14vi2022",20.78
"X163_ll_br_c_brac_escuro",NA,0.0653962656096501,0.122096206819629,NA,0.122096206819629,0.803292348894405,4.913732,"Fiddler crab","D65","substrato_barradorio",1.47913050073886,13.6876147370102,700,0.915538510348611,"Carapace","Brachychelous","Dark","ll_163","Dark","no",NA,NA,"by_time",7.52,1.51,0.22,7.52,69.7,"14vi2022",10.36
