"ID2","saturation","mean_brightness","hue","H4"
"X027_ll_br_q_brac_claro",2.2370019122652,18.9299866492769,318,-0.297166333026935
"X028_ll_br_c_brac_claro",1.22658572865322,17.2172464429857,700,0.759125483417115
"X028_ll_br_q_brac_claro",0.908566082087486,35.1232848716158,554,1.05720737087065
"X029_ll_br_c_lep_escuro",1.63768215515593,13.9064558716907,700,0.56525913621729
"X029_ll_br_q_lep_escuro",1.28651507153586,37.674266784862,332,-0.0990860353326558
"X030_ll_br_c_brac_claro",1.15553911791864,26.0105970121676,700,0.748340637323473
"X030_ll_br_q_brac_claro",1.06857590323774,48.4556750161114,329,0.266022288552882
"X031_ll_br_c_brac_escuro",0.593905308926189,38.7330577916862,700,0.942229065892173
"X031_ll_br_q_brac_escuro",1.02327415090122,30.0536439661258,339,-0.0632556239709459
"X032_ll_br_c_brac_claro",0.929122215364792,26.0034319818454,700,1.20072176532273
"X032_ll_br_q_brac_claro",1.10111870880182,25.2433141888462,332,-0.81936865160756
"X033_ll_br_c_brac_escuro",1.52342011783098,18.3058021948865,700,0.855223389906526
"X033_ll_br_q_brac_escuro",0.996665794324746,24.2491242620546,576,0.478443745598828
"X034_ll_br_c_brac_claro",1.46668423300362,14.9562120642366,700,0.903319021243845
"X034_ll_br_q_brac_claro",1.61031599601746,31.3436646564879,327,-0.901155003853362
"X035_ll_br_c_brac_escuro",1.48110837714406,17.2052665368632,679,0.742707312251458
"X035_ll_br_q_brac_escuro",1.88563996638048,25.2991590591223,327,-0.711094940913218
"X036_ll_br_c_brac_claro",1.37482683544764,39.0862164111578,700,1.18042466998665
"X036_ll_br_q_brac_claro",0.959372341105421,34.5352419227518,336,0.211312215989745
"X037_ll_br_c_brac_escuro",1.47319615363771,18.2000045884123,700,1.06982085678748
"X037_ll_br_q_brac_escuro",1.24800005578182,40.2251215107303,335,-0.342389789413075
"X038_ll_br_c_brac_claro",1.60947937064893,11.2872172455398,700,0.644803736763172
"X038_ll_br_q_brac_claro",1.40794619995969,26.85320682254,332,-0.776050186055873
"X039_ll_br_c_brac_escuro",1.49055664869606,10.211311852547,700,1.04270045199883
"X039_ll_br_q_brac_escuro",1.04452855193546,44.4390784024674,339,-1.81757457267493
"X040_ll_br_c_brac_claro",1.09389471923298,15.7127307610755,700,0.759041074343007
"X040_ll_br_q_brac_claro",0.891325670506013,33.8462706536025,338,-2.0062521453714
"X041_ll_br_c_brac_escuro",1.6920945479845,10.4750994734302,700,0.764517653941387
"X041_ll_br_q_brac_escuro",1.23595423228937,24.449550479473,340,-0.396335055985787
"X042_ll_br_c_brac_claro",1.53407935148052,10.1276788839801,700,0.853632220658134
"X042_ll_br_q_brac_claro",0.729013497060795,40.0517482048176,340,-1.19704055420868
"X043_ll_br_c_brac_escuro",1.44459795442994,8.4659588109396,700,0.500642290659174
"X043_ll_br_q_brac_escuro",1.20210930785352,31.6420320521639,576,0.682247650049136
"X044_ll_br_c_brac_claro",1.48212691982733,25.5772937716983,700,0.941653292243177
"X044_ll_br_q_brac_claro",1.02344661173831,46.4880758982357,337,-0.834393489582631
"X045_ll_br_c_brac_escuro",1.38707247481738,34.9812719211198,700,0.828451667238567
"X045_ll_br_q_brac_escuro",1.52609776099877,25.0312494674297,333,-0.765205152503702
"X046_ll_br_c_brac_claro",1.15761318614001,21.1965148707983,700,1.12040343062573
"X046_ll_br_q_brac_claro",0.886681067006868,41.4439572146981,333,-1.59232362120403
"X047_ll_br_c_brac_escuro",1.25803591507559,14.3410495158615,700,0.97516125614712
"X047_ll_br_q_brac_escuro",1.20595378891397,28.5779228207427,331,-0.142908392037282
"X048_ll_br_c_brac_claro",1.60927479456505,15.8083824906604,700,0.891854710961717
"X048_ll_br_q_brac_claro",1.08607636371226,33.8977147406166,577,0.761165414747744
"X049_ll_br_c_lep_escuro",1.56796531911447,9.66387999163614,700,0.826921663863322
"X049_ll_br_q_lep_escuro",1.14975884957371,44.0422536792657,331,-1.24216044519368
"X050_ll_br_c_brac_claro",1.6342207242776,16.5055597577709,700,0.865596787918243
"X050_ll_br_q_brac_claro",1.06919393634428,37.7394794583377,345,-2.075283627833
"X051_ll_br_c_lep_escuro",1.44058637396605,11.8147341439948,700,0.604032513251073
"X051_ll_br_q_lep_escuro",1.33254945228589,26.739731738593,334,0.160964424133549
"X052_ll_br_c_brac_claro",1.36220463569935,18.89722987348,700,0.955748379169045
"X052_ll_br_q_brac_claro",1.49544972031454,37.0685369136463,322,-0.41752857754782
"X053_ll_br_c_brac_escuro",1.34553263378174,20.4274673471635,700,0.95758596295217
"X053_ll_br_q_brac_escuro",0.818074458437042,41.2189233675281,333,0.55949834940884
"X054_ll_br_c_brac_claro",1.35419418667817,10.6428651439739,700,0.656624781766188
"X054_ll_br_q_brac_claro",0.807750646137596,44.5241286511493,351,-2.16843933308614
"X055_ll_br_c_brac_escuro",1.46614428355638,14.3626575719903,700,1.0637556620747
"X055_ll_br_q_brac_escuro",1.39248450995114,28.8391153364929,326,-0.190777814815953
"X056_ll_br_c_brac_claro",1.37501398312608,11.3450213570365,700,0.955861372749912
"X056_ll_br_q_brac_claro",1.44634635974511,25.7150747923102,330,-0.138649956913558
"X057_ll_br_c_brac_escuro",1.48663815620167,9.79973323483408,700,1.06358484494258
"X057_ll_br_q_brac_escuro",0.855173157740152,42.6042551893422,341,0.247364615522377
"X058_ll_br_c_brac_claro",1.44555263814307,20.6582054177831,700,1.18062008154076
"X058_ll_br_q_brac_claro",1.20579440674033,25.7273668205884,337,0.284077868693071
"X059_ll_br_c_brac_escuro",1.60980412316393,11.4212531860184,700,0.656656493924766
"X059_ll_br_q_brac_escuro",0.825215471510945,40.0942975886747,339,3.10041848504513
"X060_ll_br_c_brac_claro",1.51612689508441,11.8158943363159,700,0.979701042252005
"X060_ll_br_q_brac_claro",1.31831242354721,32.8721806993532,336,-0.389654120744817
"X061_ll_br_c_brac_escuro",0.963462284652912,20.0835258956178,684,1.01599202756297
"X061_ll_br_q_brac_escuro",1.27603681623858,17.1813959828488,571,0.67688564511542
"X062_ll_br_c_brac_claro",1.42332932521704,24.0324639416086,700,0.587825937521416
"X062_ll_br_q_brac_claro",0.933988224319747,40.3999698840922,333,0.263985127065404
"X063_ll_br_c_brac_escuro",1.67266155277365,12.3090651315752,700,0.780061566642767
"X063_ll_br_q_brac_escuro",1.1213231368723,32.754363706863,569,0.704313200946775
"X064_ll_br_c_brac_claro",1.34095584069531,14.761774890248,700,0.943367497598438
"X064_ll_br_q_brac_claro",1.40198506086709,33.0897222880995,325,0.127896830497304
"X065_ll_br_c_brac_escuro",1.27045040309974,31.4836941727866,700,0.973000763686315
"X065_ll_br_q_brac_escuro",1.10964944516858,28.4870816124665,331,-0.278224158105275
"X066_ll_br_c_lep_claro",1.47783696018362,13.495416481977,700,0.915193756956866
"X066_ll_br_q_lep_claro",1.21515571453333,27.2100243772411,330,0.185480338945462
"X067_ll_br_c_brac_escuro",1.7869404113068,25.4787361671546,700,0.716253849702083
"X067_ll_br_q_brac_escuro",0.905898760052675,25.2725111739948,341,1.2171627501564
"X068_ll_br_c_brac_claro",1.64680104533421,13.3813847543074,700,0.616834547002724
"X068_ll_br_q_brac_claro",1.1631445764583,26.3862879881221,339,-0.343400878414555
"X069_ll_br_c_brac_escuro",1.66976100745094,20.4583458022692,684,0.728667734406506
"X069_ll_br_q_brac_escuro",1.34944371499568,32.3932748159938,338,0.268282007340852
"X070_ll_br_c_brac_claro",0.44141982506102,33.439019086767,700,0.0196915614298499
"X070_ll_br_q_brac_claro",1.20287101640785,37.100205656658,336,-0.1022929043353
"X071_ll_br_c_brac_escuro",1.00704257326904,18.8136247733629,700,0.587268784358265
"X071_ll_br_q_brac_escuro",0.947937783253243,34.2638645629174,332,0.00517813060723647
"X072_ll_br_c_brac_claro",0.937137438564132,35.9595740153972,700,0.665277763742658
"X072_ll_br_q_brac_claro",0.886163926949578,42.3058738624277,340,-1.17274761070081
"X073_ll_br_c_brac_escuro",1.57310898776804,14.8444991551115,700,0.990396067159977
"X073_ll_br_q_brac_escuro",1.24348361692865,28.8595105252073,332,0.182297176926306
"X074_ll_br_c_brac_claro",0.374511449038233,39.2559047024387,700,-0.00377433293507579
"X074_ll_br_q_brac_claro",1.35285670016248,25.6565533804342,335,-0.930193065815124
"X075_ll_br_c_brac_escuro",1.7181729893289,13.7050080468475,700,0.776954090314037
"X075_ll_br_q_brac_escuro",1.23858325832006,20.3091289546142,330,-0.0913896639145132
"X076_ll_br_c_brac_claro",1.37571984673548,21.0536578738676,700,0.762827111470125
"X076_ll_br_q_brac_claro",1.59733035018367,20.6547072609691,328,-0.903606260835397
"X077_ll_br_c_brac_escuro",0.771771122953092,23.4211723365599,695,0.61653843667727
"X077_ll_br_q_brac_escuro",1.33806075583075,23.0504223079476,342,-0.355581862429434
"X078_ll_br_c_brac_claro",1.39890476697975,14.330201565479,700,0.716811883444961
"X078_ll_br_q_brac_claro",0.939117629771438,48.1240643365311,349,-2.06531435864808
"X079_ll_br_c_brac_escuro",0.413366566626192,21.9308425677109,344,2.3287624817808
"X079_ll_br_q_brac_escuro",1.24968681828015,29.267887392693,328,0.153625709173813
"X080_ll_br_c_brac_claro",0.274911096610491,26.9095094503572,313,-0.825380730321151
"X080_ll_br_q_brac_claro",0.873453561999221,20.2820652934073,341,-1.69773752641304
"X081_ll_br_c_brac_escuro",0.497254247313567,32.0656890759863,300,-1.13277786986097
"X081_ll_br_q_brac_escuro",1.23648842438106,15.751701172534,350,1.2000583034575
"X082_ll_br_c_brac_claro",1.52866253477066,15.9373846394349,700,1.119697596186
"X082_ll_br_q_brac_claro",1.09544761449214,24.8685048577132,339,-1.31722373052451
"X083_ll_br_c_brac_escuro",1.5722294847522,8.20930001708884,700,0.837433915799413
"X083_ll_br_q_brac_escuro",0.861737284984167,31.4784325044365,339,0.411137250411617
"X084_ll_br_c_brac_claro",1.25322655450497,14.2136806400115,700,0.982684056389014
"X084_ll_br_q_brac_claro",1.09131601826318,48.0601560044743,333,0.0635979824578842
"X085_ll_br_c_brac_escuro",1.30758264616844,20.4972796116251,700,0.762795617858276
"X085_ll_br_q_brac_escuro",1.48550049709779,22.3563324789152,580,0.415699384066979
"X086_ll_br_c_brac_claro",1.39194190348936,13.4867600737625,700,0.805199473956773
"X086_ll_br_q_brac_claro",1.48194258776667,23.9870839085259,332,-0.138619169797469
"X087_ll_br_c_brac_escuro",1.48634585766691,16.4657120740001,700,0.931760446701388
"X087_ll_br_q_brac_escuro",0.862976111012785,24.1268154165339,339,0.604147792032339
"X088_ll_br_c_brac_claro",1.50150738631602,20.4657207444769,700,0.83147870387615
"X088_ll_br_q_brac_claro",1.1210455629086,35.4426770659251,334,-1.70123888576939
"X089_ll_br_c_brac_escuro",1.31817934019522,15.9236112510565,700,1.00073068082674
"X089_ll_br_q_brac_escuro",1.30213462273844,39.8272229729919,332,0.210159300496857
"X090_ll_br_c_lep_claro",0.378826279936744,22.4743783921539,300,-0.782169891554178
"X090_ll_br_q_lep_claro",1.20564850725404,21.2046964338468,333,-1.0230202671103
"X091_ll_br_c_brac_escuro",1.59612361349426,9.76586403158729,700,0.618965314078814
"X091_ll_br_q_brac_escuro",0.925047453516763,36.6214899192093,344,-2.03059119961473
"X092_ll_br_c_brac_claro",1.79877924884843,10.296008913048,700,0.688758121724762
"X092_ll_br_q_brac_claro",1.13855601261806,33.006005754618,328,0.169906752143911
"X093_ll_br_c_lep_escuro",1.71097370874797,4.60613511418823,700,0.728362641114256
"X093_ll_br_q_lep_escuro",1.46872066434888,19.7612506362394,333,-0.131933796800022
"X094_ll_br_c_brac_claro",1.81545961448335,13.1588734196131,700,0.682683642688441
"X094_ll_br_q_brac_claro",1.28055074067821,10.1968455694439,578,0.582179101817627
"X095_ll_br_c_brac_escuro",1.46636445237808,9.72530265503423,700,0.819282293294456
"X095_ll_br_q_brac_escuro",0.827812198218869,42.3625354672221,564,1.0743806525631
"X096_ll_br_c_brac_claro",1.3636836445492,14.0486086429601,700,1.00513982289353
"X096_ll_br_q_brac_claro",1.08876399576641,14.6102775360626,577,0.623529682286011
"X097_ll_br_c_brac_escuro",1.24556767335625,18.5381128759603,700,0.864942964617788
"X097_ll_br_q_brac_escuro",1.41135017974204,20.2139457402597,583,0.358695955676856
"X098_ll_br_c_brac_claro",1.60109165772579,5.48590407740408,700,0.727778566414034
"X098_ll_br_q_brac_claro",1.49591590803405,13.3561661088683,332,0.0209334557716275
"X099_ll_br_c_brac_escuro",1.81064682079531,10.4765795445189,700,0.819967456665155
"X099_ll_br_q_brac_escuro",1.53034769016027,21.79517018845,333,-0.796086820504562
"X100_ll_br_c_brac_claro",1.71197579010793,13.739502444034,700,1.06203342923091
"X100_ll_br_q_brac_claro",0.883870260679036,15.6410993654404,339,-0.399096677193736
"X101_ll_br_c_brac_claro",0.75106785375286,40.2782821434805,700,0.666875149507461
"X101_ll_br_q_brac_claro",1.6469486322851,15.3578058158696,326,0.065979103460315
"X102_ll_br_c_brac_claro",1.80389479471264,9.64987212780435,700,0.696285058460905
"X102_ll_br_q_brac_claro",1.30478972692847,18.0967641403541,578,0.310920148102117
"X103_ll_br_c_brac_escuro",0.762483209060106,14.3118930090561,564,1.35351435396593
"X103_ll_br_q_brac_escuro",0.941250228482111,25.1085525597077,331,-0.981528933743556
"X104_ll_br_c_brac_claro",1.26498065563541,14.4447943765689,700,0.982858071911402
"X104_ll_br_q_brac_claro",1.07499601811014,38.4515732567645,325,-0.105028995917304
"X105_ll_br_c_brac_escuro",0.997821962296261,16.9148460855106,700,0.752543928050234
"X105_ll_br_q_brac_escuro",1.36730009893604,14.6120954451839,321,0.341643673562807
"X106_ll_br_c_brac_claro",0.879018007012515,11.7629821095976,700,0.573667878046902
"X106_ll_br_q_brac_claro",0.66531634405359,41.0945866150383,337,-1.75821288618805
"X107_ll_br_c_brac_escuro",1.00134592553174,18.5672807223796,700,0.836311028750496
"X107_ll_br_q_brac_escuro",0.956780899295206,17.1608759256106,335,0.511622511446
"X108_ll_br_c_lep_claro",1.85937799505681,13.1544427614442,700,0.635498017641541
"X108_ll_br_q_lep_claro",1.09643078705912,27.9934422935058,342,-1.03082637537479
"X109_ll_br_c_brac_escuro",1.02769955350252,12.4039122463959,355,-2.61377577136663
"X109_ll_br_q_brac_escuro",0.878263172135115,27.1125206419485,334,-1.60547676320257
"X110_ll_br_c_lep_claro",1.4328960031861,33.6153572112171,676,0.919087009196204
"X110_ll_br_q_lep_claro",0.54672788976162,52.0005031803363,334,0.653055584266496
"X111_ll_br_c_brac_escuro",1.38498870973756,13.4850796124241,700,1.06245237185231
"X111_ll_br_q_brac_escuro",0.986984219244155,38.8551118990897,333,-0.0550244248829247
"X112_ll_br_c_brac_claro",1.21037898920821,9.70431320812657,700,1.0303919590308
"X112_ll_br_q_brac_claro",1.64786246566591,22.885496807418,327,-0.875455660702768
"X113_ll_br_c_brac_escuro",1.52712272768441,10.1173283408887,700,0.87531004068135
"X113_ll_br_q_brac_escuro",1.17209688396875,23.0044722755906,333,0.147564966108233
"X114_ll_br_c_brac_claro",1.59936109096467,35.400840615898,652,1.05462827786855
"X114_ll_br_q_brac_claro",1.28621616458757,32.4189916466734,332,0.176057496968075
"X115_ll_br_c_brac_escuro",1.47816601515044,8.32316146526777,700,0.729696620415136
"X115_ll_br_q_brac_escuro",0.91058700807198,33.7289027763122,341,-0.992185310173559
"X116_ll_br_c_brac_claro",1.53468917292285,6.84036815603312,700,0.959791886193435
"X116_ll_br_q_brac_claro",1.27241849502618,15.0414661930885,333,0.442024392500838
"X117_ll_br_c_brac_escuro",1.51517585562209,8.67537879317061,700,0.973481862979969
"X117_ll_br_q_brac_escuro",1.53121584174012,10.1221709983823,570,0.742955675326273
"X118_ll_br_c_brac_claro",1.65707031480068,10.2399560011604,700,0.86835332899505
"X118_ll_br_q_brac_claro",1.19300400200239,33.9574670979343,338,-1.26167738081034
"X119_ll_br_c_brac_escuro",1.49712358735379,11.6124844619343,700,0.817346445906469
"X119_ll_br_q_brac_escuro",1.2176274079479,47.5852777122229,325,-1.14673069230334
"X120_ll_br_c_brac_claro",1.3021813733022,13.0052496163152,700,1.06780709611269
"X120_ll_br_q_brac_claro",1.40861778154031,17.4975866771126,324,-0.343153887813965
"X121_ll_br_c_lep_escuro",1.36835688980654,6.30766044668538,700,1.17636288511947
"X121_ll_br_q_lep_escuro",1.11897871909754,33.0014966552091,336,-0.360207135791327
"X122_ll_br_c_brac_claro",1.26471244773959,10.5399249290946,700,1.34326819528576
"X122_ll_br_q_brac_claro",1.15544638968558,32.9071631308303,338,-1.55684335161206
"X123_ll_br_c_brac_escuro",1.70575165790936,14.3004568781077,700,0.761191342712119
"X123_ll_br_q_brac_escuro",1.06982224034252,36.9741557587023,342,0.484316763958012
"X124_ll_br_c_brac_claro",1.36479144645697,9.75753791498207,700,1.13307689973985
"X124_ll_br_q_brac_claro",1.24134902050409,35.3951926644509,326,0.0172476454055255
"X125_ll_br_c_brac_escuro",0.439059746676312,19.8990389379111,300,-0.834917797662234
"X125_ll_br_q_brac_escuro",1.492328291563,19.2265330404089,331,-0.169318571471786
"X126_ll_br_c_lep_claro",0.936466865148688,16.1169279250975,700,0.687167222402284
"X126_ll_br_q_lep_claro",1.26474288102156,18.5762322158968,332,0.401241707995977
"X127_ll_br_c_brac_escuro",1.05454539196769,13.3749021892965,700,0.578379415381804
"X127_ll_br_q_brac_escuro",1.0910926269435,16.9138725010022,339,0.375676455831606
"X128_ll_br_c_brac_claro",0.757452411869385,18.7749687524575,700,0.340785038489017
"X128_ll_br_q_brac_claro",1.05415712573901,47.1393335841753,333,-1.32311105890192
"X129_ll_br_c_brac_escuro",1.76197705008688,13.4153221921754,700,0.67266198076498
"X129_ll_br_q_brac_escuro",1.46062362456865,25.9302676803204,327,0.176318248783259
"X130_ll_br_c_brac_claro",1.16751347310656,19.1858177629782,700,0.947334131457556
"X130_ll_br_q_brac_claro",0.866822734676046,43.7706398295719,337,-1.33683363324414
"X131_ll_br_c_lep_escuro",1.21500335781449,19.2138959474752,691,0.728868541829313
"X131_ll_br_q_lep_escuro",1.4491295179293,13.2535398686489,590,0.71154382526227
"X132_ll_br_c_brac_claro",1.4189990817721,12.596612620823,700,0.994124158768621
"X132_ll_br_q_brac_claro",1.45215257827957,9.40591458982305,329,0.384512643784519
"X133_ll_br_c_brac_escuro",1.29801046130476,16.1606908021157,700,1.08470721968115
"X133_ll_br_q_brac_escuro",0.90510668566337,26.2295404361082,334,0.62270870335572
"X134_ll_br_c_brac_claro",1.54509196249799,18.4161784104243,689,0.780044026732324
"X134_ll_br_q_brac_claro",1.01590288946186,25.8862959308375,335,0.259438162220824
"X135_ll_br_c_brac_escuro",0.859117605579901,8.86316296796285,700,-0.779853753123165
"X135_ll_br_q_brac_escuro",1.85088254767447,23.8432587751535,315,-0.525830651347621
"X136_ll_br_c_brac_claro",0.463374200530961,30.5474600105088,700,-0.331005659857754
"X136_ll_br_q_brac_claro",1.43634517295662,23.7193393143486,331,-0.927737419097046
"X137_ll_br_c_brac_escuro",1.67845390714648,10.9381390737317,700,0.550036740987497
"X137_ll_br_q_brac_escuro",1.13659899873616,35.7293126040571,338,-1.77712061767226
"X138_ll_br_c_brac_claro",0.585150264529982,34.9376303499819,659,0.518160378462799
"X138_ll_br_q_brac_claro",2.19702379866528,23.5433871997967,326,-0.838235486714457
"X139_ll_br_c_brac_escuro",1.42243704076653,30.5948612503616,658,1.11309357867262
"X139_ll_br_q_brac_escuro",1.49278485377918,19.3261125616615,575,1.06450665837629
"X140_ll_br_c_brac_claro",1.44415313514888,20.0945975263045,554,1.24441542783889
"X140_ll_br_q_brac_claro",0.811135928145897,41.2534951204259,335,2.68698156968242
"X141_ll_br_c_lep_escuro",1.74616420261601,15.5382139655244,653,0.813812524881312
"X141_ll_br_q_lep_escuro",1.57502814242593,28.8628640986922,578,0.558534859039996
"X142_ll_br_c_brac_claro",2.06034458212234,22.3608089842195,657,0.734155086646682
"X142_ll_br_q_brac_claro",0.963377371980827,51.1665142020334,565,0.912975817778053
"X143_ll_br_c_brac_escuro",1.46791293244089,34.782254929228,661,1.02835010390283
"X143_ll_br_q_brac_escuro",0.959837121232842,42.9181623293023,339,0.958354562798775
"X144_ll_br_c_brac_claro",1.52148226157955,22.0689322374985,649,1.2485160230252
"X144_ll_br_q_brac_claro",0.989054269546591,68.4561510215132,340,-1.53753625601289
"X145_ll_br_c_lep_escuro",1.67434534888079,16.0596841530443,649,1.0634323585324
"X145_ll_br_q_lep_escuro",1.31022184546995,32.5792503906371,577,0.454756063206626
"X146_ll_br_c_brac_claro",1.64609886799455,17.4426858642904,649,1.08967557410583
"X146_ll_br_q_brac_claro",1.02969394812011,49.8107137414531,564,1.00749551472818
"X147_ll_br_c_lep_escuro",1.55343216835734,23.8695590354268,656,0.869986317027054
"X147_ll_br_q_lep_escuro",1.08735124308321,36.1379585544192,576,1.00703124255388
"X148_ll_br_c_brac_claro",1.68809536491427,16.5690152238671,657,0.982818748089999
"X148_ll_br_q_brac_claro",1.46612316198702,25.9251626864758,575,0.728788059537236
"X149_ll_br_c_lep_escuro",1.14091857513969,28.0718391725062,673,0.939427373817665
"X149_ll_br_q_lep_escuro",1.01691723058708,38.784947492751,336,-0.157839423923842
"X150_ll_br_c_lep_claro",1.72063227416936,18.5487850462972,655,1.00182757754615
"X150_ll_br_q_lep_claro",1.20928122844041,40.3835009599128,345,-1.81813730708338
"X151_ll_br_c_brac_escuro",1.59988106056904,17.6673679056585,648,1.14158811075787
"X151_ll_br_q_brac_escuro",1.03210807583847,35.7377317060019,338,1.12728632249652
"X152_ll_br_c_lep_claro",1.65161214658769,13.5840964619544,649,1.10942859546159
"X152_ll_br_q_lep_claro",1.52231934350642,20.4416767009438,330,0.558984000644001
"X153_ll_br_c_brac_escuro",1.20330294473319,26.6854592864815,649,0.962416732979199
"X153_ll_br_q_brac_escuro",1.37067322165327,43.8940195220419,555,1.32222261336006
"X154_ll_br_c_brac_claro",1.41262089598544,18.4395402773656,649,1.30383953868921
"X154_ll_br_q_brac_claro",1.14952974671088,29.1076131146704,326,0.648511200005482
"X155_ll_br_c_brac_escuro",1.62206011155894,28.8252058266891,657,0.932613707517828
"X155_ll_br_q_brac_escuro",1.24787710726354,30.7537547375658,563,1.05056485746434
"X156_ll_br_c_brac_claro",1.25188016975564,15.7233863892829,700,0.652519223345596
"X156_ll_br_q_brac_claro",1.3470020009092,30.3503550912571,324,-0.73868116139898
"X157_ll_br_c_brac_escuro",0.966915006263146,7.73246477667694,700,1.00263885496956
"X157_ll_br_q_brac_escuro",1.81777294006633,20.4835033429998,328,-0.196967603408377
"X158_ll_br_c_brac_claro",1.44624368655297,29.4352454841312,642,1.1108092896961
"X158_ll_br_q_brac_claro",1.06568587406221,38.1882223220784,328,0.624123620186645
"X159_ll_br_c_brac_escuro",1.18920166482814,8.02764137653381,700,0.771390051604565
"X159_ll_br_q_brac_escuro",1.20631008215568,22.6978371801357,571,0.589297831896791
"X160_ll_br_c_brac_claro",1.72901233204748,15.6388834549162,692,0.289033714020046
